ID	Date	Time	NestID	BaitID	ColorInd	Observer	Distance	DirectionToNest	Flightdirection	FlightError	Flighttime	Flighttime_min	Cloudcoverage	Rain	Windspeed	Winddirection	Temperature	Winddifference_flightdirection	Wind_flight	Winddifference_nestdirection	Wind_nest
101	22/09/2022	14:56	16	6	Orange	A	139	252	320	68	0:02:33	2.550	0.10	0	1.5	230	14.7	90	perpendicular	22	tailwind
102	22/09/2022	15:00	16	6	Orange	A	139	252	280	28	0:04:09	4.150	0.10	0	1.5	230	17.7	50	perpendicular	22	tailwind
103	22/09/2022	15:07	16	6	Orange	A	139	252	280	28	0:03:13	3.217	0.10	0	2	230	17.3	50	perpendicular	22	tailwind
104	22/09/2022	15:21	16	6	Orange	A	139	252	280	28	0:06:16	6.267	0.10	0	2	230	18.0	50	perpendicular	22	tailwind
105	22/09/2022	15:33	16	6	Orange	A	139	252	280	28	0:08:20	8.333	0.10	0	2	230	18.0	50	perpendicular	22	tailwind
106	22/09/2022	15:39	16	6	Orange	A	139	252	280	28	0:02:16	2.267	0.10	0	2	230	18.0	50	perpendicular	22	tailwind
107	22/09/2022	15:47	16	6	Orange	A	139	252	280	28	0:02:55	2.917	0.10	0	2	230	18.0	50	perpendicular	22	tailwind
108	28/08/2022	16:00	17	1	White	I	415	119.4	75	44.4	0:03:00	3.000									
109	31/08/2022	14:00	17	2	Red	I	187	130	116	14	0:01:30	1.500		0							
110	1/09/2022	20:27	18	1	A	L	706	240.8	240	0.8	0:04:00	4.000	0.00	0	3	90	22.0	150	upwind	150.8	upwind
111	1/09/2022	20:36	18	1	A	L	706	240.8	240	0.8	0:05:00	5.000	0.00	0	3	90	22.0	150	upwind	150.8	upwind
112	7/09/2022	20:30	18	1	Yellow	L	706	240.8			0:05:10	5.167	0.75	0	2	270	24.0	90	perpendicular	29.2	tailwind
113	11/09/2022	15:32	18	1	Green	L	706	240.8	230	10.8	0:04:10	4.167	0.00	0	1.5	300	23.0	70	perpendicular	59.2	perpendicular
114	11/09/2022	15:42	18	1	Green	L	706	240.8	230	10.8	0:03:40	3.667	0.00	0	1.5	300	23.0	70	perpendicular	59.2	perpendicular
115	11/09/2022	15:46	18	1	Green	L	706	240.8	230	10.8	0:04:00	4.000	0.00	0	1.5	300	23.0	70	perpendicular	59.2	perpendicular
116	11/09/2022	15:20	18	1	Yellow	L	706	240.8			0:06:25	6.417	0.00	0	1.5	300	23.0	60	perpendicular	59.2	perpendicular
117	11/09/2022	15:25	18	1	Yellow	L	706	240.8			0:04:30	4.500	0.00	0	1.5	300	23.0	60	perpendicular	59.2	perpendicular
118	11/09/2022	15:40	18	1	Blue	L	706	240.8	235	5.8	0:04:20	4.333	0.00	0	1.5	300	23.0	65	perpendicular	59.2	perpendicular
119	11/09/2022	15:24	18	1	FluoPink	L	706	240.8			0:04:50	4.833	0.00	0	1.5	300	23.0	60	perpendicular	59.2	perpendicular
120			18	2	Orange	L	331	251.6			0:02:30	2.500									
121			18	2	Orange	L	331	251.6			0:03:00	3.000									
122			18	2	Orange	L	331	251.6	270	18.4											
123			18	2	Orange	L	331	251.6	240	11.6											
124			18	3	Red	L	230	244	260	16											
125			18	1	Unmarked	L	706	240.8	245	4.2											
126			18	1	Unmarked	L	706	240.8	240	0.8											
127			18	4	Yellow	L	110	102	110	8	0:01:25	1.417									
128	19/09/2022	15:45	19	13	Blue	B	340	83.8	140	56.2	0:03:25	3.417	0.80	0	1	45	17.2	95	perpendicular	38.8	tailwind
129	19/09/2022	15:55	19	13	Blue	B	340	83.8	140	56.2	0:02:00	2.000	0.80	0	1	45	17.2	95	perpendicular	38.8	tailwind
130	19/09/2022	16:05	19	13	Blue	B	340	83.8	140	56.2	0:03:15	3.250	0.80	0	1	45	17.2	95	perpendicular	38.8	tailwind
131	7/10/2022	18:36	19	13	Pink	A	340	83.8	70	13.8	0:02:50	2.833	0.90	0	0		17.0	70	perpendicular	83.8	perpendicular
132	7/10/2022	18:43	19	13	Pink	A	340	83.8	70	13.8	0:03:20	3.333	0.90	0	0		17.0	70	perpendicular	83.8	perpendicular
133	7/10/2022	18:49	19	13	Pink	A	340	83.8	70	13.8	0:03:00	3.000	0.90	0	0		17.0	70	perpendicular	83.8	perpendicular
134	30/08/2022	14:00	20	1	A	M	188	313	320	7	0:02:00	2.000									
135	2/09/2022	14:00	20	2	B	M	494	165.8	172	6.2	0:07:00	7.000									
136	21/09/2022	13:15	21	Mais	Blue/Red	A	583	123.3	135	11.7	0:04:08	4.133	0.75	0	1.6	180	23.0	45	tailwind	56.7	perpendicular
137	21/09/2022	13:32	21	Mais	Blue/Red	A	583	123.3	135	11.7	0:05:39	5.650	0.75	0	1.6	180	23.0	45	tailwind	56.7	perpendicular
138	21/09/2022	13:41	21	Mais	Blue/Red	A	583	123.3	135	11.7	0:04:44	4.733	0.75	0	1.6	180	23.0	45	tailwind	56.7	perpendicular
139			21	Mais	Green	A	583	123.3			0:08:30	8.500									
140	21/09/2022	17:27	21	Koeien	Yellow/Pink	A	469	65.8	50	15.8	0:04:00	4.000	0.30	0	1.5	110	21.6	60	perpendicular	44.2	tailwind
141	21/09/2022	17:39	21	Koeien	Yellow/Pink	A	469	65.8	50	15.8	0:04:00	4.000	0.30	0	1.5	110	21.6	60	perpendicular	44.2	tailwind
142	21/09/2022	17:48	21	Koeien	Yellow/Pink	A	469	65.8	50	15.8	0:07:20	7.333	0.30	0	1.5	110	20.0	60	perpendicular	44.2	tailwind
143	21/09/2022	18:03	21	Koeien	Yellow/Pink	A	469	65.8	50	15.8	0:03:20	3.333	0.30	0	1.5	110	20.0	60	perpendicular	44.2	tailwind
144	6/10/2022	13:39	21	Allure	Yellow	A	196	104	100	4	0:02:05	2.083	0.00	0	1.5	180	21.0	80	perpendicular	76	perpendicular
145	6/10/2022	13:50	21	Allure	Yellow	A	196	104	100	4	0:02:31	2.517	0.00	0	1.5	180	21.0	80	perpendicular	76	perpendicular
146	6/10/2022	14:00	21	Allure	Yellow	A	196	104	100	4	0:02:11	2.183	0.00	0	1.5	180	21.0	80	perpendicular	76	perpendicular
147	6/10/2022	14:10	21	Allure	Yellow	A	196	104	100	4	0:03:24	3.400	0.00	0	1.5	180	21.0	80	perpendicular	76	perpendicular
148	6/10/2022	14:23	21	Allure	Yellow	A	196	104	100	4	0:01:50	1.833	0.00	0	1.5	180	21.0	80	perpendicular	76	perpendicular
149	6/10/2022	14:35	21	Allure	Yellow	A	196	104	100	4	0:02:36	2.600	0.00	0	1.5	180	21.0	80	perpendicular	76	perpendicular
150	1/10/2022	14:46	21	Paradijskouter1	Yellow	A	118	3	355	8	0:03:32	3.533	0.30	0	3		17.0				
151	1/10/2022	15:30	21	Klaphof	A	A	48	158	175	17			0.30	0	3		17.0				
152	1/10/2022	15:30	21	Klaphof	B	A	48	158	120	38			0.30	0	3		17.0				
153	5/10/2022	16:17	21	Paradijskouter2	Yellow	A	109	4	355	9	0:02:29	2.483	1.00	0	2.5	180	20.0	175	upwind	176	upwind
154	6/10/2022	14:56	21	Kruisstraat2	Pink	A	165	222	230	8			0.00	0	1.5	180	21.0	50	perpendicular	42	tailwind
155	18/09/2022	15:00	21	Koeien	Yellow/Blue	C	469	65.8	50	15.8	0:06:50	6.833									
156	18/09/2022	15:00	21	Koeien	Yellow/Red	C	469	65.8	50	15.8	0:08:50	8.833									
157	18/09/2022	15:00	21	Koeien	Yellow/Red	C	469	65.8	50	15.8	0:06:45	6.750									
158	23/09/2022		21	Miserie	Green/White	C	435	118.4	90	28.4	0:04:00	4.000					12.0				
159	23/09/2022		21	Paradijskouter1	Red/White	C	118	3	350	13	0:02:20	2.333					17.0				
160	25/09/2022	19:20	21	Paradijskouter1	Red/White	C	118	3	355	8	0:05:35	5.583					15.0				
161	25/09/2022	19:30	21	Paradijskouter1	Red/White	C	118	3	355	8	0:04:50	4.833					15.0				
162	25/09/2022	19:40	21	Paradijskouter1	Red/Red	C	118	3	355	8	0:02:30	2.500					15.0				
163	25/09/2022	19:50	21	Paradijskouter1	Red/Red	C	118	3	355	8	0:04:30	4.500					15.0				
164	23/09/2022		21	Kruisstraat1	Blue	C	181	229	220	9	0:02:00	2.000					15.0				
165	29/09/2022	11:30	21	Paradijskouter1	Red/Red	C	118	3	10	7	0:02:30	2.500									
166	29/09/2022	11:40	21	Paradijskouter1	Red/Red	C	118	3	10	7	0:01:50	1.833									
167	29/09/2022	11:45	21	Paradijskouter1	Red/Red	C	118	3	10	7	0:02:02	2.033									
168	29/09/2022	11:55	21	Paradijskouter1	Red/Red	C	118	3	10	7	0:01:45	1.750									
169	30/09/2022	14:15	21	Paradijskouter1	Yellow	C	118	3	10	7	0:02:50	2.833									
170	30/09/2022	14:15	21	Paradijskouter2	Yellow	C	109	4	10	6	0:04:50	4.833									
171	30/09/2022	15:30	21	Grasmaaier	Green	C	19	77	170	93	0:12:00	12.000									
172	30/09/2022	15:30	21	Grasmaaier	Green	C	19	77	170	93	0:07:05	7.083									
173	20/09/2022	17:18	22	11	Yellow	A	687	63	60	3	0:20:00	20.000	0.80	0	1	45	17.2	15	tailwind	18	tailwind
174	20/09/2022	17:38	22	11	Yellow	A	687	63	60	3	0:11:30	11.500	0.80	0	1	45	17.2	15	tailwind	18	tailwind
175	20/09/2022	18:16	22	11	Yellow	A	687	63	60	3	0:20:00	20.000	0.80	0	1	45	16.7	15	tailwind	18	tailwind
176	20/09/2022	18:20	22	11	Unmarked	A	687	63	60	3			0.80	0	1	45	16.6	15	tailwind	18	tailwind
177	20/09/2022	18:28	22	11	Yellow	A	687	63	60	3	0:09:27	9.450	0.80	0	1	45	16.3	15	tailwind	18	tailwind
178	20/09/2022	18:37	22	11	Unmarked	A	687	63	60	3			0.80	0	1	45	16.1	15	tailwind	18	tailwind
179	20/09/2022	18:40	22	11	Yellow	A	687	63	60	3	0:08:05	8.083	0.80	0	1	45	15.9	15	tailwind	18	tailwind
180	22/09/2022	10:21	22	11	Green	A	687	63	20	43			0.05	0	0.2	140	14.9	120	perpendicular	77	perpendicular
181	12/09/2022	13:50	23	1	Red	O	957	63.6	60	3.6	0:06:00	6.000	0.25	0	1		25.0				
182	12/09/2022	14:00	23	1	Red	O	957	63.6	60	3.6	0:05:45	5.750	0.25	0	1		25.0				
183	12/09/2022	14:07	23	1	Red	O	957	63.6	60	3.6	0:06:15	6.250	0.25	0	1		25.0				
184	15/09/2022	14:12	23	2	Green	Q	526	84.2	90	5.8	0:04:09	4.150	0.75	0	3		15.0				
185	15/09/2022	14:35	23	3	Green	Q	214	78	90	12	0:01:42	1.700	0.75	0	3		15.0				
186	6/10/2022		24	1	Blue	S	889	49.9	45	4.9	0:09:00	9.000									
187	6/10/2022		24	2	Blue	S	459	67.8	75	7.2											
188	6/10/2022		24	3	Blue	S	237	68	75	7											
189	1/10/2022	12:11	26	1	Blue	T	548	203.3	200	3.3	0:05:00	5.000		0							
190	22/09/2022	18:30	27	1	Green	U	674	280.5	335	54.5	0:08:30	8.500									
191	18/10/2022	18:05	28	Asterdreef	Blue	A	359	72.5	80	7.5	0:03:27	3.450	1.00	0	0		18.7				
192	19/10/2022	18:13	28	Asterdreef	Blue	A	359	72.5	80	7.5	0:03:09	3.150	1.00	0	0		18.5				
193	20/10/2022	18:20	28	Asterdreef	Blue	A	359	72.5	80	7.5	0:03:08	3.133	1.00	0	0		18.0				
194	21/10/2022	18:28	28	Asterdreef	Blue	A	359	72.5	80	7.5	0:03:14	3.233	1.00	0	0		17.8				
195	7/10/2022		29	1	A	J	619	88.2	76	12.2	0:02:00	2.000									
196	6/10/2022		29	1	A	J	619	88.2	93	4.8	0:04:00	4.000									
197	5/10/2022		29	1	B	J	619	88.2	129	40.8	0:08:00	8.000									
198	16/10/2022		30	1	R	J	197	35	62	27	0:03:00	3.000									
199	15/10/2022		30	2	S	J	404	293.1	281	12.1	0:04:00	4.000									
200	10/10/2022		30	3	T	J	503	295.6	288	7.6	0:08:00	8.000									
201	9/10/2022		30	4	U	J	493	261.2	238	23.2	0:04:00	4.000									
202	8/10/2022		30	5	V	J	939	227.1	201	26.1	0:07:00	7.000									
203	8/10/2022		30	6	W	J	891	297.2	327	29.8	0:07:00	7.000									
204	9/10/2022		30	7	X	J	504	295.8	316	20.2	0:07:00	7.000									
205	21/09/2022	18:02	31	Koeien	Yellow-Orange	A	1058	114.2	120	5.8	0:08:08	8.133	0.30	0	1.5	110	20.0	10	tailwind	4.2	tailwind
206	18/09/2022	15:00	31	Koeien	Yellow-Green	C	1058	114.2	120	5.8	0:06:50	6.833									
207	30/09/2022	14:15	31	Paradijskouter1	Red-Blue	C	846	151.8	135	16.8	0:06:00	6.000									
208	30/09/2022	15:15	31	Paradijskouter1	Red-Blue	C	846	151.8	135	16.8	0:06:00	6.000									
209	30/09/2022	16:15	31	Paradijskouter1	Red-Blue	C	846	151.8	135	16.8	0:06:30	6.500									
210	19/10/2022	17:45	32	SintJobsstraat	Blue	V	448	48.4	35	13.4	0:03:40	3.667									
211	19/10/2022	17:45	32	SintJobsstraat	Blue	V	448	48.4	35	13.4	0:04:40	4.667									
212	21/10/2022	13:15	32	Hondenweide	Pink	V	241	73	45	28	0:05:00	5.000									
213	21/10/2022	13:30	32	Hondenweide	Pink	V	241	73	46	27	0:04:00	4.000									
214	9/11/2022	15:27	33	Hof Ter Mere	Blue	A	78	113	130	17	0:03:23	3.383	0.25	0	3	180	13.0	50	perpendicular	67	perpendicular
215	9/11/2022	15:28	33	Hof Ter Mere	Pink	A	78	113	130	17	0:01:36	1.600	0.25	0	3	180	13.0	50	perpendicular	67	perpendicular
216	9/11/2022	15:36	33	Hof Ter Mere	Blue	A	78	113	130	17	0:02:14	2.233	0.25	0	3	180	13.0	50	perpendicular	67	perpendicular
217	9/11/2022	15:34	33	Hof Ter Mere	Pink	A	78	113	130	17	0:01:17	1.283	0.25	0	3	180	13.0	50	perpendicular	67	perpendicular
218	9/11/2022	15:38	33	Hof Ter Mere	Pink	A	78	113	130	17	0:01:33	1.550	0.25	0	3	180	13.0	50	perpendicular	67	perpendicular
