"NestID"	"BaitID"	"ColorInd"	"ID"	"Date"	"Time"	"Observer"	"Distance"	"DirectionToNest"	"Flightdirection"	"FlightError"	"Flighttime"	"Flighttime_min"	"Cloudcoverage"	"Rain"	"Windspeed"	"Winddirection"	"Temperature"	"Winddifference_flightdirection"	"Wind_flight"	"Winddifference_nestdirection"	"Wind_nest"	"test_rule_of_thumb"	"ForagingSpeed"	"Urbanisation25m"	"Urbanisation50m"	"Urbanisation100m"	"Traject25m"	"Traject50m"	"Traject100m"	"Urbanisation"	"Weight_ind"	"Height"	"Individualcode"	"Baitcode"
"17"	15	"1"	"Green"	21	"14/08/2022"	"16:40"	"G"	313	241.1	260	18.9	"0:02:48"	2.8	NA	0	2	100	32	160	"upwind"	141.1	"upwind"	1.86309523809524	3.72619047619048	0.021791	0.00548	0.0014	0.002425	0.001091	0.000781	"Landelijk"	NA	18	"15_1_Green"	"15_1"
"18"	16	"10"	"Yellow"	24	"2/09/2022"	"10:48"	"B"	181	223	200	23	"0:01:49"	1.817	0	0	4	120	25	80	"perpendicular"	103	"perpendicular"	1.66024582645386	3.32049165290772	0.094759	0.06356	0.0321	0.125115	0.184605	0.214042	"Verstedelijkt"	NA	13	"16_10_Yellow"	"16_10"
"19"	16	"11"	"Blue"	26	"20/09/2022"	"18:32"	"A"	84	242	240	2	"0:01:16"	1.267	0.8	0	1	45	16.1	165	"upwind"	163	"upwind"	1.10497237569061	2.20994475138122	0.282775	0.18711	0.2585	0.318115	0.289022	0.31141	"Verstedelijkt"	0.27	13	"16_11_Blue"	"16_11"
"20"	16	"11"	"Orange"	27	"20/09/2022"	"19:00"	"A"	84	242	240	2	"0:01:24"	1.4	0.8	0	1	45	15.6	165	"upwind"	163	"upwind"	1	2	0.282775	0.18711	0.2585	0.318115	0.289022	0.31141	"Verstedelijkt"	0.27	13	"16_11_Orange"	"16_11"
"21"	16	"11"	"Unmarked"	25	"15/09/2022"	"16:28"	"B"	84	242	240	2	"0:01:02"	1.033	1	0	2	NA	16	NA	NA	NA	NA	1.35527589545015	2.71055179090029	0.282775	0.18711	0.2585	0.318115	0.289022	0.31141	"Verstedelijkt"	NA	13	"16_11_Unmarked"	"16_11"
"22"	16	"6"	"Blue"	28	"22/09/2022"	"14:43"	"A"	139	252	280	28	"0:02:15"	2.25	0.1	0	1.5	230	17.4	50	"perpendicular"	22	"tailwind"	1.02962962962963	2.05925925925926	0.135473	0.21742	0.22	0.281079	0.28778	0.300585	"Verstedelijkt"	0.27	13	"16_6_Blue"	"16_6"
"23"	16	"6"	"Orange"	29	"22/09/2022"	"15:39"	"A"	139	252	280	28	"0:02:16"	2.267	0.1	0	2	230	18	50	"perpendicular"	22	"tailwind"	1.02190854286134	2.04381708572269	0.135473	0.21742	0.22	0.281079	0.28778	0.300585	"Verstedelijkt"	0.27	13	"16_6_Orange"	"16_6"
"24"	16	"7"	"Blue"	22	"8/09/2022"	"14:09"	"A"	70	277	NA	NA	"0:00:55"	0.917	0.9	0	4.5	220	19.1	140	"upwind"	57	"perpendicular"	1.27226463104326	2.54452926208651	0.38469	0.45523	0.4008	0.376805	0.406195	0.388075	"Verstedelijkt"	0.2	13	"16_7_Blue"	"16_7"
"25"	16	"8"	"Yellow"	23	"1/09/2022"	"12:35"	"B"	92	217	180	37	"0:02:10"	2.167	0	0	4	50	23	130	"perpendicular"	167	"upwind"	0.7075834487002	1.4151668974004	0	0.07744	0.1685	0.189478	0.248766	0.266397	"Verstedelijkt"	NA	13	"16_8_Yellow"	"16_8"
"26"	17	"1"	"White"	30	"28/08/2022"	"16:00"	"I"	415	119.4	75	44.4	"0:03:00"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.30555555555556	4.61111111111111	0.027663	0.0968	0.0833	0.004102	0.023294	0.047405	"Landelijk"	NA	30	"17_1_White"	"17_1"
"27"	17	"2"	"Red"	31	"31/08/2022"	"14:00"	"I"	187	130	116	14	"0:01:30"	1.5	NA	0	NA	NA	NA	NA	NA	NA	NA	2.07777777777778	4.15555555555556	0	0	0.0078	0	0	0.009762	"Landelijk"	NA	30	"17_2_Red"	"17_2"
"28"	18	"1"	"A"	32	"1/09/2022"	"20:27"	"L"	706	240.8	240	0.8	"0:04:00"	4	0	0	3	90	22	150	"upwind"	150.8	"upwind"	2.94166666666667	5.88333333333333	0.01835	0.0577	0.091	0.166391	0.165056	0.162523	"Landelijk"	NA	20	"18_1_A"	"18_1"
"29"	18	"1"	"Blue"	35	"11/09/2022"	"15:40"	"L"	706	240.8	235	5.8	"0:04:20"	4.333	0	0	1.5	300	23	65	"perpendicular"	59.2	"perpendicular"	2.71559350719286	5.43118701438572	0.01835	0.0577	0.091	0.166391	0.165056	0.162523	"Landelijk"	NA	20	"18_1_Blue"	"18_1"
"30"	18	"1"	"FluoPink"	36	"11/09/2022"	"15:24"	"L"	706	240.8	NA	NA	"0:04:50"	4.833	0	0	1.5	300	23	60	"perpendicular"	59.2	"perpendicular"	2.43465066556314	4.86930133112628	0.01835	0.0577	0.091	0.166391	0.165056	0.162523	"Landelijk"	NA	20	"18_1_FluoPink"	"18_1"
"31"	18	"1"	"Green"	33	"11/09/2022"	"15:42"	"L"	706	240.8	230	10.8	"0:03:40"	3.667	0	0	1.5	300	23	70	"perpendicular"	59.2	"perpendicular"	3.20879920007272	6.41759840014544	0.01835	0.0577	0.091	0.166391	0.165056	0.162523	"Landelijk"	NA	20	"18_1_Green"	"18_1"
"32"	18	"1"	"Yellow"	34	"11/09/2022"	"15:25"	"L"	706	240.8	NA	NA	"0:04:30"	4.5	0	0	1.5	300	23	60	"perpendicular"	59.2	"perpendicular"	2.61481481481481	5.22962962962963	0.01835	0.0577	0.091	0.166391	0.165056	0.162523	"Landelijk"	NA	20	"18_1_Yellow"	"18_1"
"33"	18	"2"	"Orange"	37	NA	NA	"L"	331	251.6	NA	NA	"0:02:30"	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.20666666666667	4.41333333333333	0	0.00242	0.007	0.106504	0.141952	0.120694	"Landelijk"	NA	20	"18_2_Orange"	"18_2"
"34"	18	"4"	"Yellow"	38	NA	NA	"L"	110	102	110	8	"0:01:25"	1.417	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29381322041873	2.58762644083745	0.222074	0.23029	0.2465	0.302745	0.240213	0.221257	"Landelijk"	NA	20	"18_4_Yellow"	"18_4"
"35"	19	"13"	"Blue"	39	"19/09/2022"	"15:55"	"B"	340	83.8	140	56.2	"0:02:00"	2	0.8	0	1	45	17.2	95	"perpendicular"	38.8	"tailwind"	2.83333333333333	5.66666666666667	0.009205	0.074	0.1696	0.083447	0.131473	0.184735	"Verstedelijkt"	NA	16	"19_13_Blue"	"19_13"
"36"	19	"13"	"Pink"	40	"7/10/2022"	"18:36"	"A"	340	83.8	70	13.8	"0:02:50"	2.833	0.9	0	0	NA	17	NA	NA	NA	NA	2.00023532180256	4.00047064360513	0.009205	0.074	0.1696	0.083447	0.131473	0.184735	"Verstedelijkt"	0.33	16	"19_13_Pink"	"19_13"
"37"	20	"1"	"A"	41	"30/08/2022"	"14:00"	"M"	188	313	320	7	"0:02:00"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56666666666667	3.13333333333333	0	0	0	0.018155	0.01655	0.00848	"Landelijk"	NA	10	"20_1_A"	"20_1"
"38"	20	"2"	"B"	42	"2/09/2022"	"14:00"	"M"	494	165.8	172	6.2	"0:07:00"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17619047619048	2.35238095238095	0.13842	0.12355	0.1168	0.147038	0.123523	0.103914	"Randstedelijk"	NA	10	"20_2_B"	"20_2"
"39"	21	"Allure"	"Yellow"	49	"6/10/2022"	"14:23"	"A"	196	104	100	4	"0:01:50"	1.833	0	0	1.5	180	21	80	"perpendicular"	76	"perpendicular"	1.78214220767412	3.56428441534824	0.056899	0.15221	0.1208	0.138576	0.142446	0.138884	"Randstedelijk"	0.34	19	"21_Allure_Yellow"	"21_Allure"
"40"	21	"Grasmaaier"	"Green"	54	"30/09/2022"	"15:30"	"C"	19	77	170	93	"0:07:05"	7.083	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0447079862581769	0.0894159725163537	0.023742	0.08814	0.1469	0.030459	0.116095	0.150512	"Randstedelijk"	NA	19	"21_Grasmaaier_Green"	"21_Grasmaaier"
"41"	21	"Koeien"	"Yellow/Blue"	45	"18/09/2022"	"15:00"	"C"	469	65.8	50	15.8	"0:06:50"	6.833	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14395824186546	2.28791648373091	0	0	0	0.078888	0.077475	0.076086	"Randstedelijk"	NA	19	"21_Koeien_Yellow/Blue"	"21_Koeien"
"42"	21	"Koeien"	"Yellow/Pink"	47	"21/09/2022"	"18:03"	"A"	469	65.8	50	15.8	"0:03:20"	3.333	0.3	0	1.5	110	20	60	"perpendicular"	44.2	"tailwind"	2.34523452345235	4.69046904690469	0	0	0	0.078888	0.077475	0.076086	"Randstedelijk"	0.27	19	"21_Koeien_Yellow/Pink"	"21_Koeien"
"43"	21	"Koeien"	"Yellow/Red"	46	"18/09/2022"	"15:00"	"C"	469	65.8	50	15.8	"0:06:45"	6.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15802469135802	2.31604938271605	0	0	0	0.078888	0.077475	0.076086	"Randstedelijk"	NA	19	"21_Koeien_Yellow/Red"	"21_Koeien"
"44"	21	"Kruisstraat1"	"Blue"	51	"23/09/2022"	NA	"C"	181	229	220	9	"0:02:00"	2	NA	NA	NA	NA	15	NA	NA	NA	NA	1.50833333333333	3.01666666666667	0.0252	0.17042	0.1481	0.134965	0.145649	0.147329	"Randstedelijk"	NA	19	"21_Kruisstraat1_Blue"	"21_Kruisstraat1"
"45"	21	"Mais"	"Blue/Red"	43	"21/09/2022"	"13:15"	"A"	583	123.3	135	11.7	"0:04:08"	4.133	0.75	0	1.6	180	23	45	"tailwind"	56.7	"perpendicular"	2.35099604806839	4.70199209613679	0	0	0.0639	0.108828	0.100505	0.108399	"Landelijk"	0.38	19	"21_Mais_Blue/Red"	"21_Mais"
"46"	21	"Mais"	"Green"	44	NA	NA	"A"	583	123.3	NA	NA	"0:08:30"	8.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14313725490196	2.28627450980392	0	0	0.0639	0.108828	0.100505	0.108399	"Landelijk"	NA	19	"21_Mais_Green"	"21_Mais"
"47"	21	"Miserie"	"Green/White"	48	"23/09/2022"	NA	"C"	435	118.4	90	28.4	"0:04:00"	4	NA	NA	NA	NA	12	NA	NA	NA	NA	1.8125	3.625	0	0.06891	0.0783	0.113351	0.130594	0.116327	"Randstedelijk"	NA	19	"21_Miserie_Green/White"	"21_Miserie"
"48"	21	"Paradijskouter1"	"Red/Red"	52	"29/09/2022"	"11:55"	"C"	118	3	10	7	"0:01:45"	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12380952380952	2.24761904761905	0	0.17042	0.1658	0.069821	0.121338	0.159186	"Randstedelijk"	NA	19	"21_Paradijskouter1_Red/Red"	"21_Paradijskouter1"
"49"	21	"Paradijskouter1"	"Red/White"	50	"23/09/2022"	NA	"C"	118	3	350	13	"0:02:20"	2.333	NA	NA	NA	NA	17	NA	NA	NA	NA	0.842977568224032	1.68595513644806	0	0.17042	0.1658	0.069821	0.121338	0.159186	"Randstedelijk"	NA	19	"21_Paradijskouter1_Red/White"	"21_Paradijskouter1"
"50"	21	"Paradijskouter1"	"Yellow"	53	"30/09/2022"	"14:15"	"C"	118	3	10	7	"0:02:50"	2.833	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.694199317566772	1.38839863513354	0	0.17042	0.1658	0.069821	0.121338	0.159186	"Randstedelijk"	NA	19	"21_Paradijskouter1_Yellow"	"21_Paradijskouter1"
"51"	21	"Paradijskouter2"	"Yellow"	55	"5/10/2022"	"16:17"	"A"	109	4	355	9	"0:02:29"	2.483	1	0	2.5	180	20	175	"upwind"	176	"upwind"	0.731641831118271	1.46328366223654	0.007494	0.11183	0.1637	0.069306	0.115623	0.159407	"Randstedelijk"	0.35	19	"21_Paradijskouter2_Yellow"	"21_Paradijskouter2"
"52"	22	"11"	"Yellow"	56	"20/09/2022"	"18:40"	"A"	687	63	60	3	"0:08:05"	8.083	0.8	0	1	45	15.9	15	"tailwind"	18	"tailwind"	1.41655325992824	2.83310651985649	0.282775	0.18711	0.2585	0.320062	0.305686	0.320491	"Landelijk"	0.41	15	"22_11_Yellow"	"22_11"
"53"	23	"1"	"Red"	57	"12/09/2022"	"14:00"	"O"	957	63.6	60	3.6	"0:05:45"	5.75	0.25	0	1	NA	25	NA	NA	NA	NA	2.77391304347826	5.54782608695652	0.01841	0.03325	0.0965	0.027621	0.035727	0.052506	"Landelijk"	NA	21	"23_1_Red"	"23_1"
"54"	23	"2"	"Green"	58	"15/09/2022"	"14:12"	"Q"	526	84.2	90	5.8	"0:04:09"	4.15	0.75	0	3	NA	15	NA	NA	NA	NA	2.11244979919679	4.22489959839357	0	0.01783	0.0486	0.030406	0.034297	0.037642	"Landelijk"	NA	21	"23_2_Green"	"23_2"
"55"	23	"3"	"Green"	59	"15/09/2022"	"14:35"	"Q"	214	78	90	12	"0:01:42"	1.7	0.75	0	3	NA	15	NA	NA	NA	NA	2.09803921568627	4.19607843137255	0.255592	0.08726	0.0218	0.042844	0.032568	0.018929	"Landelijk"	NA	21	"23_3_Green"	"23_3"
"56"	24	"1"	"Blue"	60	"6/10/2022"	NA	"S"	889	49.9	45	4.9	"0:09:00"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6462962962963	3.29259259259259	0	0	0	0.002458	0.012613	0.019367	"Randstedelijk"	NA	1	"24_1_Blue"	"24_1"
"57"	26	"1"	"Blue"	61	"1/10/2022"	"12:11"	"T"	548	203.3	200	3.3	"0:05:00"	5	NA	0	NA	NA	NA	NA	NA	NA	NA	1.82666666666667	3.65333333333333	0.175201	0.16622	0.265	0.205547	0.228628	0.250314	"Landelijk"	NA	15	"26_1_Blue"	"26_1"
"58"	27	"1"	"Green"	62	"22/09/2022"	"18:30"	"U"	674	280.5	335	54.5	"0:08:30"	8.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32156862745098	2.64313725490196	0	0	0	0.004756	0.008717	0.007851	"Landelijk"	NA	17	"27_1_Green"	"27_1"
"59"	28	"Asterdreef"	"Blue"	63	"20/10/2022"	"18:20"	"A"	359	72.5	80	7.5	"0:03:08"	3.133	1	0	0	NA	18	NA	NA	NA	NA	1.90977763591871	3.81955527183743	0.235262	0.26888	0.2445	0.240447	0.236136	0.268643	"Verstedelijkt"	0.36	8	"28_Asterdreef_Blue"	"28_Asterdreef"
"60"	29	"1"	"B"	64	"5/10/2022"	NA	"J"	619	88.2	129	40.8	"0:08:00"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28958333333333	2.57916666666667	0	0.00904	0.0023	5e-05	0.012365	0.024929	"Landelijk"	NA	0.3	"29_1_B"	"29_1"
"61"	30	"1"	"R"	65	"10/16/2022"	NA	"J"	197	35	62	27	"0:03:00"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09444444444444	2.18888888888889	0.104961	0.10737	0.0876	0.097045	0.088482	0.084569	"Randstedelijk"	NA	8	"30_1_R"	"30_1"
"62"	30	"2"	"S"	66	"10/15/2022"	NA	"J"	404	293.1	281	12.1	"0:04:00"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68333333333333	3.36666666666667	0	0	0.0058	0.002115	0.009679	0.028591	"Randstedelijk"	NA	8	"30_2_S"	"30_2"
"63"	30	"3"	"T"	67	"10/10/2022"	NA	"J"	503	295.6	288	7.6	"0:08:00"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04791666666667	2.09583333333333	0.019843	0.01274	0.1194	0.003243	0.010088	0.051066	"Randstedelijk"	NA	8	"30_3_T"	"30_3"
"64"	30	"4"	"U"	68	"10/09/2022"	NA	"J"	493	261.2	238	23.2	"0:04:00"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05416666666667	4.10833333333333	0	0.00624	0.0844	0.079044	0.009753	0.087849	"Randstedelijk"	NA	8	"30_4_U"	"30_4"
"65"	30	"5"	"V"	69	"10/08/2022"	NA	"J"	939	227.1	201	26.1	"0:07:00"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23571428571429	4.47142857142857	0	0.15909	0.1404	0.133586	0.07804	0.120295	"Randstedelijk"	NA	8	"30_5_V"	"30_5"
"66"	30	"6"	"W"	70	"10/08/2022"	NA	"J"	891	297.2	327	29.8	"0:07:00"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12142857142857	4.24285714285714	0.068009	0.19564	0.2735	0.095843	0.135932	0.141511	"Randstedelijk"	NA	8	"30_6_W"	"30_6"
"67"	30	"7"	"X"	71	"10/09/2022"	NA	"J"	504	295.8	316	20.2	"0:07:00"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	2.4	0	0	0.0613	0.003239	0.107211	0.051134	"Randstedelijk"	NA	8	"30_7_X"	"30_7"
"68"	31	"Koeien"	"Yellow-Green"	73	"18/09/2022"	"15:00"	"C"	1058	114.2	120	5.8	"0:06:50"	6.833	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.58061368847261	5.16122737694522	0	0	0	0.070042	0.066459	0.07251	"Landelijk"	NA	26	"31_Koeien_Yellow-Green"	"31_Koeien"
"69"	31	"Koeien"	"Yellow-Orange"	72	"21/09/2022"	"18:02"	"A"	1058	114.2	120	5.8	"0:08:08"	8.133	0.3	0	1.5	110	20	10	"tailwind"	4.2	"tailwind"	2.16812164432969	4.33624328865937	0	0	0	0.070042	0.066459	0.07251	"Landelijk"	0.29	26	"31_Koeien_Yellow-Orange"	"31_Koeien"
"70"	31	"Paradijskouter1"	"Red-Blue"	74	"30/09/2022"	"14:15"	"C"	846	151.8	135	16.8	"0:06:00"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.35	4.7	0.0252	0.17042	0.1481	0.171756	0.171225	0.152996	"Randstedelijk"	NA	26	"31_Paradijskouter1_Red-Blue"	"31_Paradijskouter1"
"71"	32	"Hondenweide"	"Pink"	76	"21/10/2022"	"13:30"	"V"	241	73	46	27	"0:04:00"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00416666666667	2.00833333333333	0	0	0	0	0	0	"Landelijk"	NA	26	"32_Hondenweide_Pink"	"32_Hondenweide"
"72"	32	"SintJobsstraat"	"Blue"	75	"19/10/2022"	"17:45"	"V"	448	48.4	35	13.4	"0:03:40"	3.667	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03617852922462	4.07235705844923	0	0.00217	0.0097	0.003347	0.003591	0.00362	"Landelijk"	NA	26	"32_SintJobsstraat_Blue"	"32_SintJobsstraat"
"73"	33	"Hof Ter Mere"	"Blue"	77	"9/11/2022"	"15:36"	"A"	78	113	130	17	"0:02:14"	2.233	0.25	0	3	180	13	50	"perpendicular"	67	"perpendicular"	0.58217644424541	1.16435288849082	0.48069	0.45446	0.3303	0.384693	0.388294	0.360435	"Verstedelijkt"	0.38	19	"33_Hof Ter Mere_Blue"	"33_Hof Ter Mere"
"74"	33	"Hof Ter Mere"	"Pink"	78	"9/11/2022"	"15:34"	"A"	78	113	130	17	"0:01:17"	1.283	0.25	0	3	180	13	50	"perpendicular"	67	"perpendicular"	1.01325019485581	2.02650038971161	0.48069	0.45446	0.3303	0.384693	0.388294	0.360435	"Verstedelijkt"	0.44	19	"33_Hof Ter Mere_Pink"	"33_Hof Ter Mere"
"75"	33	"Hof Ter Mere"	"Yellow"	79	"9/11/2022"	"15:51"	"A"	78	113	130	17	"0:02:47"	2.783	0.25	0	3	180	13	50	"perpendicular"	67	"perpendicular"	0.467121810995329	0.934243621990658	0.48069	0.45446	0.3303	0.384693	0.388294	0.360435	"Verstedelijkt"	0.44	19	"33_Hof Ter Mere_Yellow"	"33_Hof Ter Mere"
"76"	34	"1"	"A"	80	"23/10/2022"	NA	"W"	980	252.8	277	24.2	"0:08:00"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04166666666667	4.08333333333333	0	0.02242	0.0163	0.000252	0.002918	0.023332	"Randstedelijk"	NA	17	"34_1_A"	"34_1"
"77"	34	"2"	"B"	81	"22/10/2022"	NA	"W"	700	336	350	14	"0:07:00"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66666666666667	3.33333333333333	0.013585	0.19628	0.1445	0.135544	0.125847	0.110133	"Randstedelijk"	NA	17	"34_2_B"	"34_2"
"78"	34	"2"	"C"	82	"22/10/2022"	NA	"W"	700	336	334	2	"0:10:00"	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16666666666667	2.33333333333333	0.013585	0.19628	0.1445	0.135544	0.125847	0.110133	"Randstedelijk"	NA	17	"34_2_C"	"34_2"
"79"	35	"2"	"A"	83	"24/10/2022"	NA	"W"	562	171.1	167	4.1	"0:05:00"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87333333333333	3.74666666666667	0.126464	0.12546	0.0915	0.00825	0.016446	0.020334	"Landelijk"	NA	NA	"35_2_A"	"35_2"
"80"	36	"1"	"Yellow"	84	"28/07/2022"	"10:20"	"X"	439	163	170	7	"0:04:30"	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62592592592593	3.25185185185185	0.050612	0.11565	0.1191	0.013292	0.02765	0.043395	"Landelijk"	NA	20	"36_1_Yellow"	"36_1"
"81"	37	"1"	"Blue"	86	"10/19/2022"	"14:24"	"Y"	691	171.6	150	21.6	"0:06:30"	6.5	NA	NA	NA	NA	20	NA	NA	NA	NA	1.77179487179487	3.54358974358974	0.175085	0.05197	0.0225	0.03122	0.049517	0.041901	"Landelijk"	NA	14	"37_1_Blue"	"37_1"
