Date	Time	NestID	BaitID	ColorInd	Observer	Distance	DirectionToNest	Flightdirection	FlightError	Flighttime	Flighttime_min	Cloudcoverage	Rain	Windspeed	Winddirection	Temperature				
22/09/2022	15:39	16	6	Orange	Researcher	139	252	280	28	0:02:16	2.267	10%	0	2	230	18.0				
22/09/2022	15:47	16	6	Orange	Researcher	139	252	280	28	0:02:55	2.917	10%	0	2	230	18.0				
28/08/2022	16:00	17	1	White	Volunteer	415	119.4	75	44.4	0:03:00	3.000									
31/08/2022	14:00	17	2	Red	Volunteer	187	130	116	14	0:01:30	1.500		0							
1/09/2022	20:27	18	1	A	Volunteer	706	240.8	240	0.8	0:04:00	4.000	0%	0	3	90	22.0				
1/09/2022	20:36	18	1	A	Volunteer	706	240.8	240	0.8	0:05:00	5.000	0%	0	3	90	22.0				
7/09/2022	20:30	18	1	Yellow	Volunteer	706	240.8			0:05:10	5.167	75%	0	2	270	24.0				
11/09/2022	15:32	18	1	Green	Volunteer	706	240.8	230	10.8	0:04:10	4.167	0%	0	1.5	300	23.0				
11/09/2022	15:42	18	1	Green	Volunteer	706	240.8	230	10.8	0:03:40	3.667	0%	0	1.5	300	23.0				
11/09/2022	15:46	18	1	Green	Volunteer	706	240.8	230	10.8	0:04:00	4.000	0%	0	1.5	300	23.0				
11/09/2022	15:20	18	1	Yellow	Volunteer	706	240.8			0:06:25	6.417	0%	0	1.5	300	23.0				
11/09/2022	15:25	18	1	Yellow	Volunteer	706	240.8			0:04:30	4.500	0%	0	1.5	300	23.0				
11/09/2022	15:40	18	1	Blue	Volunteer	706	240.8	235	5.8	0:04:20	4.333	0%	0	1.5	300	23.0				
11/09/2022	15:24	18	1	FluoPink	Volunteer	706	240.8			0:04:50	4.833	0%	0	1.5	300	23.0				
		18	2	Orange	Volunteer	331	251.6			0:02:30	2.500									
		18	2	Orange	Volunteer	331	251.6			0:03:00	3.000									
		18	2	Orange	Volunteer	331	251.6	270	18.4											
		18	2	Orange	Volunteer	331	251.6	240	11.6											
		18	3	Red	Volunteer	230	244	260	16											
		18	1	Unmarked	Volunteer	706	240.8	245	4.2											
		18	1	Unmarked	Volunteer	706	240.8	240	0.8											
		18	4	Yellow	Volunteer	110	102	110	8	0:01:25	1.417									
19/09/2022		19	13	Blue	Researcher	340	83.8	140	56.2	0:03:25	3.417	80%	0	1	45	17.2				
19/09/2022		19	13	Blue	Researcher	340	83.8	140	56.2	0:02:00	2.000	80%	0	1	45	17.2				
19/09/2022		19	13	Blue	Researcher	340	83.8	140	56.2	0:03:15	3.250	80%	0	1	45	17.2				
19/09/2022	15:45	19	13	Blue	Researcher	340	83.8	140	56.2	0:03:25	3.417									
19/09/2022	15:55	19	13	Blue	Researcher	340	83.8	140	56.2	0:02:00	2.000									
20/09/2022	16:05	19	13	Blue	Researcher	340	83.8	140	56.2	0:03:15	3.250									
7/10/2022	18:36	19	13	Pink	Researcher	340	83.8	70	13.8	0:02:50	2.833	90%	0	0		17.0				
7/10/2022	18:43	19	13	Pink	Researcher	340	83.8	70	13.8	0:03:20	3.333	90%	0	0		17.0				
7/10/2022	18:49	19	13	Pink	Researcher	340	83.8	70	13.8	0:03:00	3.000	90%	0	0		17.0				
30/08/2022	14:00	20	1	A	Volunteer	188	313	320	7	0:02:00	2.000									
2/09/2022	14:00	20	2	B	Volunteer	494	165.8	172	6.2	0:07:00	7.000									
21/09/2022	13:15	21	Mais	Blue/Red	Researcher	583	123.3	135	11.7	0:04:08	4.133	75%	0	1.6	180	23.0				
21/09/2022	13:32	21	Mais	Blue/Red	Researcher	583	123.3	135	11.7	0:05:39	5.650	75%	0	1.6	180	23.0				
21/09/2022	13:41	21	Mais	Blue/Red	Researcher	583	123.3	135	11.7	0:04:44	4.733	75%	0	1.6	180	23.0				
		21	Mais	Green	Researcher	583	123.3			0:08:30	8.500									
21/09/2022	17:27	21	Koeien	Yellow/Pink	Researcher	469	65.8	50	15.8	0:04:00	4.000	30%	0	1.5	110	21.6				
21/09/2022	17:39	21	Koeien	Yellow/Pink	Researcher	469	65.8	50	15.8	0:04:00	4.000	30%	0	1.5	110	21.6				
21/09/2022	17:48	21	Koeien	Yellow/Pink	Researcher	469	65.8	50	15.8	0:07:20	7.333	30%	0	1.5	110	20.0				
21/09/2022	18:03	21	Koeien	Yellow/Pink	Researcher	469	65.8	50	15.8	0:03:20	3.333	30%	0	1.5	110	20.0				
6/10/2022	13:39	21	Allure	Yellow	Researcher	196	104	100	4	0:02:05	2.083	0%	0	1.5	180	21.0				
6/10/2022	13:50	21	Allure	Yellow	Researcher	196	104	100	4	0:02:31	2.517	0%	0	1.5	180	21.0				
6/10/2022	14:00	21	Allure	Yellow	Researcher	196	104	100	4	0:02:11	2.183	0%	0	1.5	180	21.0				
6/10/2022	14:10	21	Allure	Yellow	Researcher	196	104	100	4	0:03:24	3.400	0%	0	1.5	180	21.0				
6/10/2022	14:23	21	Allure	Yellow	Researcher	196	104	100	4	0:01:50	1.833	0%	0	1.5	180	21.0				
6/10/2022	14:35	21	Allure	Yellow	Researcher	196	104	100	4	0:02:36	2.600	0%	0	1.5	180	21.0				
1/10/2022	14:46	21	Paradijskouter1	Yellow	Researcher	118	3	355	8	0:03:32	3.533	30%	0	3		17.0				
1/10/2022	15:30	21	Klaphof	A	Researcher	48	158	175	17			30%	0	3		17.0				
1/10/2022	15:30	21	Klaphof	B	Researcher	48	158	120	38			30%	0	3		17.0				
5/10/2022	16:17	21	Paradijskouter2	Yellow	Researcher	109	4	355	9	0:02:29	2.483	100%	0	2.5	180	20.0				
6/10/2022	14:56	21	Kruisstraat2	Pink	Researcher	165	222	230	8			0%	0	1.5	180	21.0				
18/09/2022	15:00	21	Koeien	Yellow/Blue	Volunteer	469	65.8	50	15.8	0:06:50	6.833									
18/09/2022	15:00	21	Koeien	Yellow/Red	Volunteer	469	65.8	50	15.8	0:08:50	8.833									
18/09/2022	15:00	21	Koeien	Yellow/Red	Volunteer	469	65.8	50	15.8	0:06:45	6.750									
23/09/2022		21	Miserie	Green/White	Volunteer	435	118.4	90	28.4	0:04:00	4.000					12.0				
23/09/2022		21	Paradijskouter1	Red/White	Volunteer	118	3	350	13	0:02:20	2.333					17.0				
25/09/2022	19:20	21	Paradijskouter1	Red/White	Volunteer	118	3	355	8	0:05:35	5.583					15.0				
25/09/2022	19:30	21	Paradijskouter1	Red/White	Volunteer	118	3	355	8	0:04:50	4.833					15.0				
25/09/2022	19:40	21	Paradijskouter1	Red/Red	Volunteer	118	3	355	8	0:02:30	2.500					15.0				
25/09/2022	19:50	21	Paradijskouter1	Red/Red	Volunteer	118	3	355	8	0:04:30	4.500					15.0				
23/09/2022		21	Kruisstraat1	Blue	Volunteer	181	229	220	9	0:02:00	2.000					15.0				
29/09/2022	11:30	21	Paradijskouter1	Red/Red	Volunteer	118	3	10	7	0:02:30	2.500									
29/09/2022	11:40	21	Paradijskouter1	Red/Red	Volunteer	118	3	10	7	0:01:50	1.833									
29/09/2022	11:45	21	Paradijskouter1	Red/Red	Volunteer	118	3	10	7	0:02:02	2.033									
29/09/2022	11:55	21	Paradijskouter1	Red/Red	Volunteer	118	3	10	7	0:01:45	1.750									
30/09/2022	14:15	21	Paradijskouter1	Yellow	Volunteer	118	3	10	7	0:02:50	2.833									
30/09/2022	14:15	21	Paradijskouter2	Yellow	Volunteer	109	4	10	6	0:04:50	4.833									
30/09/2022	15:30	21	Grasmaaier	Green	Volunteer	19	77	170	93	0:12:00	12.000									
30/09/2022	15:30	21	Grasmaaier	Green	Volunteer	19	77	170	93	0:07:05	7.083									
20/09/2022	17:18	22	11	Yellow	Researcher	687	63	60	3	0:20:00	20.000	80%	0	1	45	17.2				
20/09/2022	17:38	22	11	Yellow	Researcher	687	63	60	3	0:11:30	11.500	80%	0	1	45	17.2				
20/09/2022	18:16	22	11	Yellow	Researcher	687	63	60	3	0:20:00	20.000	80%	0	1	45	16.7				
20/09/2022	18:20	22	11	Unmarked	Researcher	687	63	60	3			80%	0	1	45	16.6				
20/09/2022	18:28	22	11	Yellow	Researcher	687	63	60	3	0:09:27	9.450	80%	0	1	45	16.3				
20/09/2022	18:37	22	11	Unmarked	Researcher	687	63	60	3			80%	0	1	45	16.1				
20/09/2022	18:40	22	11	Yellow	Researcher	687	63	60	3	0:08:05	8.083	80%	0	1	45	15.9				
22/09/2022	10:21	22	11	Green	Researcher	687	63	20	43			5%	0	0.2	140	14.9				
12/09/2022	13:50	23	1	Red	Volunteer	957	63.6	60	3.6	0:06:00	6.000	25%	0	1		25.0				
12/09/2022	14:00	23	1	Red	Volunteer	957	63.6	60	3.6	0:05:45	5.750	25%	0	1		25.0				
12/09/2022	14:07	23	1	Red	Volunteer	957	63.6	60	3.6	0:06:15	6.250	25%	0	1		25.0				
15/09/2022	14:12	23	2	Green	Volunteer	526	84.2	90	5.8	0:04:09	4.150	75%	0	3		15.0				
15/09/2022	14:35	23	3	Green	Volunteer	214	78	90	12	0:01:42	1.700	75%	0	3		15.0				
6/10/2022		24	1	Blue	Volunteer	889	49.9	45	4.9	0:09:00	9.000									
6/10/2022		24	2	Blue	Volunteer	459	67.8	75	7.2											
6/10/2022		24	3	Blue	Volunteer	237	68	75	7											
1/10/2022	12:11	26	1	Blue	Volunteer	548	203.3	200	3.3	0:05:00	5.000		0							
22/09/2022	18:30	27	1	Groen1	Volunteer	674	280.5	335	54.5	0:08:30	8.500									
18/10/2022	18:05	28	Asterdreef	Blue	Researcher	359	72.5	80	7.5	0:03:27	3.450	100%	0	0		18.7				
19/10/2022	18:13	28	Asterdreef	Blue	Researcher	359	72.5	80	7.5	0:03:09	3.150	100%	0	0		18.5				
20/10/2022	18:20	28	Asterdreef	Blue	Researcher	359	72.5	80	7.5	0:03:08	3.133	100%	0	0		18.0				
21/10/2022	18:28	28	Asterdreef	Blue	Researcher	359	72.5	80	7.5	0:03:14	3.233	100%	0	0		17.8				
7/10/2022		29	1	A	Volunteer	619	88.2	76	12.2	0:02:00	2.000									
6/10/2022		29	1	A	Volunteer	619	88.2	93	4.8	0:04:00	4.000									
5/10/2022		29	1	B	Volunteer	619	88.2	129	40.8	0:08:00	8.000									
16/10/2022		30	1	R	Volunteer	197	35	62	27	0:03:00	3.000									
15/10/2022		30	2	S	Volunteer	404	293.1	281	12.1	0:04:00	4.000									
10/10/2022		30	3	T	Volunteer	503	295.6	288	7.6	0:08:00	8.000									
9/10/2022		30	4	U	Volunteer	493	261.2	238	23.2	0:04:00	4.000									
8/10/2022		30	5	V	Volunteer	939	227.1	201	26.1	0:07:00	7.000									
8/10/2022		30	6	W	Volunteer	891	297.2	327	29.8	0:07:00	7.000									
9/10/2022		30	7	X	Volunteer	504	295.8	316	20.2	0:07:00	7.000									
21/09/2022	18:02	31	Koeien	Yellow-Orange	Researcher	1058	114.2	120	5.8	0:08:08	8.133	30%	0	1.5	110	20.0				
18/09/2022	15:00	31	Koeien	Yellow-Green	Volunteer	1058	114.2	120	5.8	0:06:50	6.833									
30/09/2022	14:15	31	Paradijskouter1	Red-Blue	Volunteer	846	151.8	135	16.8	0:06:00	6.000									
30/09/2022	15:15	31	Paradijskouter1	Red-Blue	Volunteer	846	151.8	135	16.8	0:06:00	6.000									
30/09/2022	16:15	31	Paradijskouter1	Red-Blue	Volunteer	846	151.8	135	16.8	0:06:30	6.500									
19/10/2022	17:45	32	SintJobsstraat	Blue	Volunteer	448	48.4	35	13.4	0:03:40	3.667									
19/10/2022	17:45	32	SintJobsstraat	Blue	Volunteer	448	48.4	35	13.4	0:04:40	4.667									
21/10/2022	13:15	32	Hondenweide	Pink	Volunteer	241	73	45	28	0:05:00	5.000									
21/10/2022	13:30	32	Hondenweide	Pink	Volunteer	241	73	46	27	0:04:00	4.000								0	0:00:00
9/11/2022	15:27	33	Hof Ter Mere	Blue	Researcher	78	113	130	17	0:03:23	3.383	25%	0	3	180	13.0				
9/11/2022	15:28	33	Hof Ter Mere	Pink	Researcher	78	113	130	17	0:01:36	1.600	25%	0	3	180	13.0				
9/11/2022	15:36	33	Hof Ter Mere	Blue	Researcher	78	113	130	17	0:02:14	2.233	25%	0	3	180	13.0				
9/11/2022	15:34	33	Hof Ter Mere	Pink	Researcher	78	113	130	17	0:01:17	1.283	25%	0	3	180	13.0				
9/11/2022	15:38	33	Hof Ter Mere	Pink	Researcher	78	113	130	17	0:01:33	1.550	25%	0	3	180	13.0				
9/11/2022	15:42	33	Hof Ter Mere	Blue	Researcher	78	113	130	17	0:02:39	2.650	25%	0	3	180	13.0				
9/11/2022	15:42	33	Hof Ter Mere	Yellow	Researcher	78	113	130	17	0:03:46	3.767	25%	0	3	180	13.0				
9/11/2022	15:47	33	Hof Ter Mere	Pink	Researcher	78	113	80	33	0:02:14	2.233	25%	0	3	180	13.0				
9/11/2022	15:49	33	Hof Ter Mere	Blue	Researcher	78	113	130	17	0:02:22	2.367	25%	0	3	180	13.0				
9/11/2022	15:51	33	Hof Ter Mere	Yellow	Researcher	78	113	130	17	0:02:47	2.783	25%	0	3	180	13.0				
9/11/2022	15:51	33	Hof Ter Mere	Pink	Researcher	78	113	130	17	0:01:39	1.650	25%	0	3	180	13.0				
9/11/2022	15:57	33	Hof Ter Mere	Blue	Researcher	78	113	130	17	0:03:44	3.733	25%	0	3	180	13.0				
9/11/2022	15:58	33	Hof Ter Mere	Pink	Researcher	78	113	130	17	0:02:30	2.500	25%	0	3	180	13.0				
9/11/2022	16:01	33	Hof Ter Mere	Yellow	Researcher	78	113	130	17	0:04:04	4.067	25%	0	3	180	13.0				
9/11/2022	16:06	33	Hof Ter Mere	Blue	Researcher	78	113	130	17	0:02:28	2.467	25%	0	3	180	13.0				
9/11/2022	16:06	33	Hof Ter Mere	Pink	Researcher	78	113	130	17	0:01:54	1.900	25%	0	3	180	13.0				
9/11/2022	16:14	33	Hof Ter Mere	Pink	Researcher	78	113	130	17	0:02:25	2.417	25%	0	3	180	13.0				
9/11/2022	16:11	33	Hof Ter Mere	Yellow	Researcher	78	113	130	17	0:03:20	3.333	25%	0	3	180	14.0				
23/10/2022		34	1	A	Volunteer	980	252.8	277	24.2	0:08:00	8.000								2500	0:25:00
22/10/2022		34	2	B	Volunteer	700	336	350	14	0:07:00	7.000									
22/10/2022		34	2	C	Volunteer	700	336	334	2	0:10:00	10.000									
24/10/2022		35	1	Blue	Volunteer	684	204.4	208	3.6											
24/10/2022		35	2	A	Volunteer	562	171.1	167	4.1	0:05:00	5.000									
28/07/2022	10:20	36	1	Yellow	Volunteer	439	163	170	7	0:04:30	4.500									
28/07/2022	11:00	36	2	Blue	Volunteer	412	94.3	90	4.3											
19/10/2022	14:18	37	1	Red	Volunteer	691	171.6	160	11.6	0:06:20	6.333					20.0				
19/10/2022	14:24	37	1	Blue	Volunteer	691	171.6	150	21.6	0:06:30	6.500					20.0				
20/10/2022	14:28	37	2	Green	Volunteer	412	178.5	150	28.5	0:04:00	4.000									
3/11/2022	11:50	38	Azaleapark	Unmarked	Researcher	130	293	293	0	0:08:03	8.050	80%	0	3	180	14.0				
3/11/2022	12:05	38	Azaleapark	Unmarked	Researcher	130	293	293	0	0:04:59	4.983	80%	0	3	180	14.0				
3/11/2022	12:10	38	Azaleapark	Unmarked	Researcher	130	293	293	0	0:04:38	4.633	50%	0	3	180	14.0				
3/11/2022	12:15	38	Azaleapark	Unmarked	Researcher	130	293	293	0	0:01:40	1.667	50%	0	3	180	14.0				
3/11/2022	12:20	38	Azaleapark	Unmarked	Researcher	130	293	293	0	0:02:03	2.050	25%	0	3	180	14.0				
3/11/2022	12:30	38	Azaleapark	Blue	Researcher	130	293	293	0	0:10:20	10.333	25%	0	3	180	14.0				
3/11/2022	12:49	38	Azaleapark	Blue	Researcher	130	293	293	0	0:12:20	12.333	60%	0	3	180	14.0				
3/11/2022	12:56	38	Azaleapark	Blue	Researcher	130	293	293	0	0:06:20	6.333	60%	0	3	180	15.0				
3/11/2022	13:04	38	Azaleapark	Blue	Researcher	130	293	293	0	0:03:53	3.883	80%	0	3	180	15.0				
3/11/2022	13:09	38	Azaleapark	Blue	Researcher	130	293	293	0	0:04:18	4.300	100%	0	3	180	15.0				
