Date;Time;NestID;BaitID;ColorInd;Observer;Distance;DirectionToNest;Flightdirection;FlightError;Flighttime;Speed(m/min);Cloudcoverage;Rain;Windspeed;Winddirection;Temperature;;
20/09/2022;17:47;16;11;Orange;Researcher;84;242;240;2;;;80%;0;1;45;17,2;;
20/09/2022;18:03;16;11;Blue;Researcher;84;242;240;2;1:18:00;64,62;80%;0;1;45;17,0;;
20/09/2022;18:08;16;11;Blue;Researcher;84;242;240;2;1:28:00;57,27;80%;0;1;45;16,9;;
20/09/2022;18:14;16;11;Orange;Researcher;84;242;240;2;1:45:00;48,00;80%;0;1;45;16,9;;
20/09/2022;18:16;22;11;Yellow;Researcher;687;63;60;3;20:00:00;34,35;80%;0;1;45;16,7;;
20/09/2022;18:20;22;11;Unmarked;Researcher;687;63;60;3;;;80%;0;1;45;16,6;;
20/09/2022;18:25;16;11;Blue;Researcher;84;242;240;2;2:00:00;42,00;80%;0;1;45;16,4;;
20/09/2022;18:28;22;11;Yellow;Researcher;687;63;60;3;9:27:00;72,70;80%;0;1;45;16,3;;
20/09/2022;18:32;16;11;Blue;Researcher;84;242;240;2;1:16:00;66,32;80%;0;1;45;16,1;;
20/09/2022;18:37;22;11;Unmarked;Researcher;687;63;60;3;;;80%;0;1;45;16,1;;
20/09/2022;18:40;22;11;Yellow;Researcher;687;63;60;3;8:05:00;84,99;80%;0;1;45;15,9;;
20/09/2022;18:44;16;11;Orange;Researcher;84;242;250;8;1:53:00;44,60;80%;0;1;45;15,7;;
20/09/2022;18:48;16;11;Orange;Researcher;84;242;240;2;1:37:00;51,96;80%;0;1;45;15,6;;
20/09/2022;19:00;16;11;Orange;Researcher;84;242;240;2;1:24:00;60,00;80%;0;1;45;15,6;;
22/09/2022;10:21;22;11;Green;Researcher;687;63;20;43;;;5%;0;0,2;140;14,9;;
22/09/2022;11:49;16;11;Orange;Researcher;84;242;240;2;2:15:00;37,33;5%;0;0,2;140;14,9;;
22/09/2022;11:52;16;11;Blue;Researcher;84;242;240;2;7:20:00;11,45;5%;0;0,2;140;14,9;;
22/09/2022;14:43;16;6;Blue;Researcher;139;252;280;28;2:15:00;61,78;10%;0;1,5;230;17,4;;
22/09/2022;14:56;16;6;Orange;Researcher;139;252;320;68;2:33:00;54,51;10%;0;1,5;230;14,7;vloog eerst naar boom ernaast;
22/09/2022;15:00;16;6;Orange;Researcher;139;252;280;28;4:09:00;33,49;10%;0;1,5;230;17,7;weg door EH;
22/09/2022;15:07;16;6;Orange;Researcher;139;252;280;28;3:13:00;43,21;10%;0;2;230;17,3;;
22/09/2022;15:21;16;6;Orange;Researcher;139;252;280;28;6:16:00;22,18;10%;0;2;230;18,0;weg door EH;
22/09/2022;15:33;16;6;Orange;Researcher;139;252;280;28;8:20:00;16,68;10%;0;2;230;18,0;weg door EH;
22/09/2022;15:39;16;6;Orange;Researcher;139;252;280;28;2:16:00;61,32;10%;0;2;230;18,0;;
22/09/2022;15:47;16;6;Orange;Researcher;139;252;280;28;2:55:00;47,66;10%;0;2;230;18,0;;
19/09/2022;15:45;19;13;Blue;Researcher;340;83,8;140;56,2;3:25:00;99,51;;;;;;;
19/09/2022;15:55;19;13;Blue;Researcher;340;83,8;140;56,2;2:00:00;170,00;;;;;;;
20/09/2022;16:05;19;13;Blue;Researcher;340;83,8;140;56,2;3:15:00;104,62;;;;;;;
30/08/2022;14:00;20;1;A;Volunteer;188;313;320;7;2:00:00;94,00;;;;;;;
2/09/2022;14:00;20;2;B;Volunteer;494;165,8;172;6,2;7:00:00;70,57;;;;;;;
21/09/2022;13:15;21;Mais;Blue/Red;Researcher;583;123,3;135;11,7;4:08:00;141,05;75%;0;1,6;180;23,0;;
21/09/2022;13:32;21;Mais;Blue/Red;Researcher;583;123,3;135;11,7;5:39:00;103,19;75%;0;1,6;180;23,0;;
21/09/2022;13:41;21;Mais;Blue/Red;Researcher;583;123,3;135;11,7;4:44:00;123,17;75%;0;1,6;180;23,0;;
;;21;Mais;Green;Researcher;583;123,3;;;8:30:00;68,59;;;;;;;
18/09/2022;15:00;21;Koeien;Yellow/Blue;Volunteer;469;65,8;50;15,8;6:50:00;68,63;;;;;;;
18/09/2022;15:00;21;Koeien;Yellow/Red;Volunteer;469;65,8;50;15,8;8:50:00;53,09;;;;;;;
18/09/2022;15:00;21;Koeien;Yellow/Red;Volunteer;469;65,8;50;15,8;6:45:00;69,48;;;;;;;
21/09/2022;17:27;21;Koeien;Yellow/Pink;Researcher;469;65,8;50;15,8;4:00:00;117,25;30%;0;1,5;110;21,6;;
21/09/2022;17:39;21;Koeien;Yellow/Pink;Researcher;469;65,8;50;15,8;4:00:00;117,25;30%;0;1,5;110;21,6;;
21/09/2022;17:48;21;Koeien;Yellow/Pink;Researcher;469;65,8;50;15,8;7:20:00;63,95;30%;0;1,5;110;20,0;;
21/09/2022;18:03;21;Koeien;Yellow/Pink;Researcher;469;65,8;50;15,8;3:20:00;140,70;30%;0;1,5;110;20,0;;
23/09/2022;;21;Miserie;Green/White;Volunteer;435;118,4;90;28,4;4:00:00;108,75;;;;;12,0;;
6/10/2022;13:39;21;Allure;Yellow;Researcher;196;104;100;4;2:05:00;94,08;0%;0;1,5;180;21,0;eigenlijk 16 graden maar voelde heel warm aan met de zon, thermometer gaf 21;
6/10/2022;13:50;21;Allure;Yellow;Researcher;196;104;100;4;2:31:00;77,88;0%;0;1,5;180;21,0;;
6/10/2022;14:00;21;Allure;Yellow;Researcher;196;104;100;4;2:11:00;89,77;0%;0;1,5;180;21,0;;
6/10/2022;14:10;21;Allure;Yellow;Researcher;196;104;100;4;3:24:00;57,65;0%;0;1,5;180;21,0;;
6/10/2022;14:23;21;Allure;Yellow;Researcher;196;104;100;4;1:50:00;106,91;0%;0;1,5;180;21,0;;
6/10/2022;14:35;21;Allure;Yellow;Researcher;196;104;100;4;2:36:00;75,38;0%;0;1,5;180;21,0;;
23/09/2022;;21;Paradijskouter1;Red/White;Volunteer;118;3;350;13;2:20:00;50,57;zon;buien;wind;;17,0;;
25/09/2022;19:20;21;Paradijskouter1;Red/White;Volunteer;118;3;355;8;5:35:00;21,13;bewolkt;;geen wind;;15,0;;
25/09/2022;19:30;21;Paradijskouter1;Red/White;Volunteer;118;3;355;8;4:50:00;24,41;bewolkt;;geen wind;;15,0;;
25/09/2022;19:40;21;Paradijskouter1;Red/Red;Volunteer;118;3;355;8;2:30:00;47,20;bewolkt;;geen wind;;15,0;;
25/09/2022;19:50;21;Paradijskouter1;Red/Red;Volunteer;118;3;355;8;4:30:00;26,22;bewolkt;;geen wind;;15,0;;
1/10/2022;14:46;21;Paradijskouter1;Yellow;Researcher;118;3;355;8;3:32:00;33,40;30%;0;3;;17,0;;
23/09/2022;;21;Kruisstraat1;Blue;Volunteer;181;229;220;9;2:00:00;90,50;zon;buien;wind;;15,0;;
29/09/2022;11:30;21;Paradijskouter1;Red/Red;Volunteer;118;3;10;7;2:30:00;47,20;zon;;geen wind;;;;
29/09/2022;11:40;21;Paradijskouter1;Red/Red;Volunteer;118;3;10;7;1:50:00;64,36;zon;;geen wind;;;;
29/09/2022;11:45;21;Paradijskouter1;Red/Red;Volunteer;118;3;10;7;2:02:00;58,03;zon;;geen wind;;;;
29/09/2022;11:55;21;Paradijskouter1;Red/Red;Volunteer;118;3;10;7;1:45:00;67,43;zon;;geen wind;;;;
30/09/2022;14:15;21;Paradijskouter1;Yellow;Volunteer;118;3;10;7;2:50:00;41,65;opklaringen;;veel wind;;;;
30/09/2022;14:15;21;Paradijskouter2;Yellow;Volunteer;109;4;10;6;4:50:00;22,55;opklaringen;;veel wind;;;;
30/09/2022;15:30;21;Grasmaaier;Green;Volunteer;19;77;170;93;12:00:00;1,58;opklaringen;;veel wind;;;;
30/09/2022;15:30;21;Grasmaaier;Green;Volunteer;19;77;170;93;7:05:00;2,68;opklaringen;;veel wind;;;;
1/10/2022;15:30;21;Klaphof;A;Researcher;48;158;175;17;;;30%;0;3;;17,0;;
1/10/2022;15:30;21;Klaphof;B;Researcher;48;158;120;38;;;30%;0;3;;17,0;;
5/10/2022;16:17;21;Paradijskouter2;Yellow;Researcher;109;4;355;9;2:29:00;43,89;100%;0;2,5;180;20,0;;
6/10/2022;14:56;21;Kruisstraat2;Pink;Researcher;165;222;230;8;;;0%;0;1,5;180;21,0;;
7/10/2022;18:36;19;13;Pink;Researcher;340;83,8;70;13,8;2:50:00;120,00;90%;0;0;;17,0;;
7/10/2022;18:43;19;13;Pink;Researcher;340;83,8;70;13,8;3:20:00;102,00;90%;0;0;;17,0;;
7/10/2022;18:49;19;13;Pink;Researcher;340;83,8;70;13,8;3:00:00;113,33;90%;0;0;;17,0;;
12/09/2022;13:50;23;1;Red;Volunteer;957;63,6;60;3,6;6:00:00;159,50;25%;0;1;;25,0;;
12/09/2022;14:00;23;1;Red;Volunteer;957;63,6;60;3,6;5:45:00;166,43;25%;0;1;;25,0;;
12/09/2022;14:07;23;1;Red;Volunteer;957;63,6;60;3,6;6:15:00;153,12;25%;0;1;;25,0;;
15/09/2022;14:12;23;2;Green;Volunteer;526;84,2;90;5,8;4:09:00;126,75;75%;0;3;;15,0;;
15/09/2022;14:35;23;3;Green;Volunteer;214;78;90;12;1:42:00;125,88;75%;0;3;;15,0;;
6/10/2022;;24;1;Blue;Volunteer;889;49,9;45;4,9;9:00:00;98,78;;;;;;;
6/10/2022;;24;2;Blue;Volunteer;459;67,8;75;7,2;;;;;;;;;
6/10/2022;;24;3;Blue;Volunteer;237;68;75;7;;;;;;;;;
1/10/2022;12:11;9;1;Blue;Volunteer;548;203,3;200;3,3;5:00:00;109,60;;0;;;;;
22/09/2022;18:30;27;1;Groen1;Volunteer;674;280,5;335;54,5;8:30:00;79,29;;;;;;;
18/10/2022;18:05;28;Asterdreef;Blue;Researcher;359;72,5;80;7,5;3:27:00;104,06;100%;0;0;;18,7;;
19/10/2022;18:13;28;Asterdreef;Blue;Researcher;359;72,5;80;7,5;3:09:00;113,97;100%;0;0;;18,5;;
20/10/2022;18:20;28;Asterdreef;Blue;Researcher;359;72,5;80;7,5;3:08:00;114,57;100%;0;0;;18,0;;
21/10/2022;18:28;28;Asterdreef;Blue;Researcher;359;72,5;80;7,5;3:14:00;111,03;100%;0;0;;17,8;;
7/10/2022;;29;1;A;Volunteer;619;88,2;76;12,2;2:00:00;309,50;;;;;;;
6/10/2022;;29;1;A;Volunteer;619;88,2;93;4,8;4:00:00;154,75;;;;;;;
5/10/2022;;29;1;B;Volunteer;619;88,2;129;40,8;8:00:00;77,37;;;;;;;
10/16/2022;;30;1;R;Volunteer;197;35;62;27;3:00:00;65,67;;;;;;;
10/15/2022;;30;2;S;Volunteer;404;293,1;281;12,1;4:00:00;101,00;;;;;;;
10/10/2022;;30;3;T;Volunteer;503;295,6;288;7,6;8:00:00;62,87;;;;;;;
10/09/2022;;30;4;U;Volunteer;493;261,2;238;23,2;4:00:00;123,25;;;;;;;
10/08/2022;;30;5;V;Volunteer;939;227,1;201;26,1;7:00:00;134,14;;;;;;;
10/08/2022;;30;6;W;Volunteer;891;297,2;327;29,8;7:00:00;127,29;;;;;;;
10/09/2022;;30;7;X;Volunteer;504;295,8;316;20,2;7:00:00;72,00;;;;;;;
